1504224000,0.08199
1504310400,0.07947
1504396800,0.07614
1504483200,0.07605
1504569600,0.0706
1504656000,0.07237
1504742400,0.07345
1504828800,0.07242
1504915200,0.0707
1505001600,0.07019
1505088000,0.0702
1505174400,0.07069
1505260800,0.07047
1505347200,0.0712
1505433600,0.06907
1505520000,0.0695
1505606400,0.06858
1505692800,0.06988
1505779200,0.07275
1505865600,0.07223
1505952000,0.07354
1506038400,0.07138
1506124800,0.07273
1506211200,0.07516
1506297600,0.07712
1506384000,0.07505
1506470400,0.0742
1506556800,0.0737
1506643200,0.07253
1506729600,0.07029
