1504224000,0.07851
1504310400,0.0729
1504396800,0.07469
1504483200,0.06671
1504569600,0.06896
1504656000,0.07174
1504742400,0.071
1504828800,0.06926
1504915200,0.06943
1505001600,0.06858
1505088000,0.06961
1505174400,0.06971
1505260800,0.06774
1505347200,0.0675
1505433600,0.0675
1505520000,0.0682
1505606400,0.06827
1505692800,0.06958
1505779200,0.07165
1505865600,0.072
1505952000,0.07035
1506038400,0.07125
1506124800,0.072
1506211200,0.07516
1506297600,0.07383
1506384000,0.07336
1506470400,0.07211
1506556800,0.07157
1506643200,0.0695
1506729600,0.06957
