1504224000,0.08322
1504310400,0.08179
1504396800,0.07878
1504483200,0.07658
1504569600,0.07481
1504656000,0.0747
1504742400,0.07365
1504828800,0.0726
1504915200,0.0714
1505001600,0.07121
1505088000,0.07111
1505174400,0.07292
1505260800,0.0713
1505347200,0.07164
1505433600,0.07103
1505520000,0.06995
1505606400,0.07039
1505692800,0.07574
1505779200,0.073
1505865600,0.07354
1505952000,0.07391
1506038400,0.0729
1506124800,0.07564
1506211200,0.078
1506297600,0.0774
1506384000,0.07537
1506470400,0.07448
1506556800,0.07392
1506643200,0.07253
1506729600,0.07082
